,date,location,total_vaccinations,people_fully_vaccinated
1317,2/7/21,Vermont,87180,26162
1366,2/8/21,Vermont,90328,27144
1415,2/9/21,Vermont,93037,28010
1464,2/10/21,Vermont,93862,28122
1513,2/11/21,Vermont,96908,29713
1562,2/12/21,Vermont,100036,31208
1611,2/13/21,Vermont,102716,32186
1660,2/14/21,Vermont,106787,33495
1709,2/15/21,Vermont,,
1758,2/16/21,Vermont,114986,36773
1807,2/17/21,Vermont,115964,36957
1856,2/18/21,Vermont,118184,38381
1905,2/19/21,Vermont,127619,40829
1954,2/20/21,Vermont,132112,43084
2003,2/21/21,Vermont,137144,45017
2052,2/22/21,Vermont,141436,45725
2101,2/23/21,Vermont,144085,46663
2150,2/24/21,Vermont,144970,46877
2199,2/25/21,Vermont,147828,48194
2248,2/26/21,Vermont,151538,49372
2297,2/27/21,Vermont,156929,51631
2346,2/28/21,Vermont,162558,54139
2395,3/1/21,Vermont,168050,56934
2444,3/2/21,Vermont,171557,58448
2493,3/3/21,Vermont,173179,58977
2542,3/4/21,Vermont,175767,59938
2591,3/5/21,Vermont,179580,60708
2640,3/6/21,Vermont,184327,61961
2689,3/7/21,Vermont,191529,64474
2738,3/8/21,Vermont,198741,67485
2787,3/9/21,Vermont,203900,69148
2836,3/10/21,Vermont,207110,69928
2885,3/11/21,Vermont,212062,71639
2934,3/12/21,Vermont,217495,73038
2983,3/13/21,Vermont,231610,77757
3032,3/14/21,Vermont,231610,77769
3081,3/15/21,Vermont,239136,80189
3130,3/16/21,Vermont,243777,82273
3179,3/17/21,Vermont,246663,84148
3228,3/18/21,Vermont,252439,86222
3277,3/19/21,Vermont,259165,88186
3326,3/20/21,Vermont,266120,90314
3375,3/21/21,Vermont,274187,93226
3424,3/22/21,Vermont,277420,94166
3473,3/23/21,Vermont,283052,96754
3522,3/24/21,Vermont,286384,98352
3571,3/25/21,Vermont,290680,99990
3620,3/26/21,Vermont,296682,102707
3669,3/27/21,Vermont,303242,105283
3718,3/28/21,Vermont,310003,108611
3767,3/29/21,Vermont,316145,111151
3816,3/30/21,Vermont,323388,114662
3865,3/31/21,Vermont,328451,117656
44,1/12/21,Virginia,190607,
93,1/13/21,Virginia,217836,
142,1/14/21,Virginia,217836,
191,1/15/21,Virginia,244234,28164
240,1/16/21,Virginia,,
289,1/17/21,Virginia,,
338,1/18/21,Virginia,,
387,1/19/21,Virginia,326894,35239
436,1/20/21,Virginia,343366,37679
485,1/21/21,Virginia,362092,40340
534,1/22/21,Virginia,401448,46004
583,1/23/21,Virginia,429297,49007
632,1/24/21,Virginia,451668,51170
681,1/25/21,Virginia,482973,59852
730,1/26/21,Virginia,594828,72628
779,1/27/21,Virginia,629019,79443
828,1/28/21,Virginia,668401,89645
877,1/29/21,Virginia,724768,99790
926,1/30/21,Virginia,785920,110877
975,1/31/21,Virginia,833221,118612
1024,2/1/21,Virginia,870820,125933
1073,2/2/21,Virginia,901213,132292
1122,2/3/21,Virginia,922940,138321
1171,2/4/21,Virginia,949066,146937
1220,2/5/21,Virginia,993848,159239
1269,2/6/21,Virginia,1052577,180751
1318,2/7/21,Virginia,1103370,198115
1367,2/8/21,Virginia,1135639,209104
1416,2/9/21,Virginia,1161590,219823
1465,2/10/21,Virginia,1187340,231608
1514,2/11/21,Virginia,1223199,247784
1563,2/12/21,Virginia,1274838,273106
1612,2/13/21,Virginia,1330305,306484
1661,2/14/21,Virginia,1355231,320109
1710,2/15/21,Virginia,,
1759,2/16/21,Virginia,1431501,354097
1808,2/17/21,Virginia,1460103,368764
1857,2/18/21,Virginia,1503786,396059
1906,2/19/21,Virginia,1645485,459751
1955,2/20/21,Virginia,1671217,477252
2004,2/21/21,Virginia,1705294,501118
2053,2/22/21,Virginia,1735451,524556
2102,2/23/21,Virginia,1765927,540768
2151,2/24/21,Virginia,1803505,562296
2200,2/25/21,Virginia,1848774,590745
2249,2/26/21,Virginia,1922788,636415
2298,2/27/21,Virginia,2002734,668076
2347,2/28/21,Virginia,2086194,721028
2396,3/1/21,Virginia,2136926,741128
2445,3/2/21,Virginia,2171427,752851
2494,3/3/21,Virginia,2220648,773361
2543,3/4/21,Virginia,2284452,798930
2592,3/5/21,Virginia,2342449,823381
2641,3/6/21,Virginia,2392680,844476
2690,3/7/21,Virginia,2445932,863819
2739,3/8/21,Virginia,2486429,889474
2788,3/9/21,Virginia,2553714,917398
2837,3/10/21,Virginia,2616782,949845
2886,3/11/21,Virginia,2685399,985449
2935,3/12/21,Virginia,2753938,1016300
2984,3/13/21,Virginia,2827745,1047507
3033,3/14/21,Virginia,2892286,1066807
3082,3/15/21,Virginia,2951945,1088037
3131,3/16/21,Virginia,2987320,1103311
3180,3/17/21,Virginia,3027633,1116040
3229,3/18/21,Virginia,3091883,1135711
3278,3/19/21,Virginia,3165336,1159848
3327,3/20/21,Virginia,3243652,1178348
3376,3/21/21,Virginia,3309153,1201899
3425,3/22/21,Virginia,3360330,1223887
3474,3/23/21,Virginia,3389780,1233239
3523,3/24/21,Virginia,3469776,1258941
3572,3/25/21,Virginia,3529449,1277347
3621,3/26/21,Virginia,3615169,1308060
3670,3/27/21,Virginia,3668360,1324177
3719,3/28/21,Virginia,3778349,1359316
3768,3/29/21,Virginia,3867013,1386835
3817,3/30/21,Virginia,3977862,1428643
3866,3/31/21,Virginia,4056991,1457374
45,1/12/21,Washington,195567,17689
94,1/13/21,Washington,208238,22625
143,1/14/21,Washington,225238,
192,1/15/21,Washington,242606,31581
241,1/16/21,Washington,,
290,1/17/21,Washington,,
339,1/18/21,Washington,,
388,1/19/21,Washington,321200,45237
437,1/20/21,Washington,346765,49731
486,1/21/21,Washington,373423,55902
535,1/22/21,Washington,403135,62152
584,1/23/21,Washington,436997,67127
633,1/24/21,Washington,449385,68486
682,1/25/21,Washington,488785,73738
731,1/26/21,Washington,507610,76144
780,1/27/21,Washington,534445,81786
829,1/28/21,Washington,571135,91733
878,1/29/21,Washington,607071,99955
927,1/30/21,Washington,643951,108221
976,1/31/21,Washington,684344,117398
1025,2/1/21,Washington,720603,126672
1074,2/2/21,Washington,741769,130908
1123,2/3/21,Washington,765954,137930
1172,2/4/21,Washington,797358,147498
1221,2/5/21,Washington,827944,157317
1270,2/6/21,Washington,867773,170990
1319,2/7/21,Washington,905118,183657
1368,2/8/21,Washington,937926,193678
1417,2/9/21,Washington,951204,198379
1466,2/10/21,Washington,1008946,215824
1515,2/11/21,Washington,1040044,229588
1564,2/12/21,Washington,1080510,247481
1613,2/13/21,Washington,1121779,263257
1662,2/14/21,Washington,1166471,281718
1711,2/15/21,Washington,,
1760,2/16/21,Washington,1201284,296840
1809,2/17/21,Washington,1225920,312815
1858,2/18/21,Washington,1255764,327192
1907,2/19/21,Washington,1362197,364470
1956,2/20/21,Washington,1407229,389841
2005,2/21/21,Washington,1444507,411387
2054,2/22/21,Washington,1479352,436421
2103,2/23/21,Washington,1493572,445098
2152,2/24/21,Washington,1514416,457134
2201,2/25/21,Washington,1562425,486623
2250,2/26/21,Washington,1609190,515850
2299,2/27/21,Washington,1666839,549135
2348,2/28/21,Washington,1729208,582467
2397,3/1/21,Washington,1800030,621171
2446,3/2/21,Washington,1841160,642362
2495,3/3/21,Washington,1888198,664542
2544,3/4/21,Washington,1942877,686099
2593,3/5/21,Washington,2001032,711273
2642,3/6/21,Washington,2071467,736314
2691,3/7/21,Washington,2143916,762728
2740,3/8/21,Washington,2213284,788319
2789,3/9/21,Washington,2255182,804325
2838,3/10/21,Washington,2303420,819624
2887,3/11/21,Washington,2381471,854645
2936,3/12/21,Washington,2441777,878520
2985,3/13/21,Washington,2501778,901869
3034,3/14/21,Washington,2562529,926711
3083,3/15/21,Washington,2626048,954856
3132,3/16/21,Washington,2665688,975197
3181,3/17/21,Washington,2705839,988886
3230,3/18/21,Washington,2763105,1013904
3279,3/19/21,Washington,2823446,1038120
3328,3/20/21,Washington,2889480,1063781
3377,3/21/21,Washington,2972560,1093139
3426,3/22/21,Washington,3045597,1114184
3475,3/23/21,Washington,3068976,1125114
3524,3/24/21,Washington,3108315,1139184
3573,3/25/21,Washington,3170650,1165721
3622,3/26/21,Washington,3251437,1199067
3671,3/27/21,Washington,3330877,1235085
3720,3/28/21,Washington,3419568,1279534
3769,3/29/21,Washington,3501641,1318086
3818,3/30/21,Washington,3537203,1337435
3867,3/31/21,Washington,3586736,1365670
46,1/12/21,West Virginia,103330,
95,1/13/21,West Virginia,110709,
144,1/14/21,West Virginia,118660,
193,1/15/21,West Virginia,134207,21162
242,1/16/21,West Virginia,,
291,1/17/21,West Virginia,,
340,1/18/21,West Virginia,,
389,1/19/21,West Virginia,152657,23723
438,1/20/21,West Virginia,158621,25681
487,1/21/21,West Virginia,167548,31587
536,1/22/21,West Virginia,180762,35390
585,1/23/21,West Virginia,194844,37979
634,1/24/21,West Virginia,202883,39071
683,1/25/21,West Virginia,203992,39453
732,1/26/21,West Virginia,210492,42821
781,1/27/21,West Virginia,214926,45244
830,1/28/21,West Virginia,224604,50843
879,1/29/21,West Virginia,239963,58113
928,1/30/21,West Virginia,256401,65165
977,1/31/21,West Virginia,259774,67183
1026,2/1/21,West Virginia,260325,67363
1075,2/2/21,West Virginia,264205,69893
1124,2/3/21,West Virginia,268065,72456
1173,2/4/21,West Virginia,276753,78405
1222,2/5/21,West Virginia,291819,87679
1271,2/6/21,West Virginia,314870,100159
1320,2/7/21,West Virginia,322046,104023
1369,2/8/21,West Virginia,323387,104711
1418,2/9/21,West Virginia,327414,107679
1467,2/10/21,West Virginia,332577,110332
1516,2/11/21,West Virginia,340780,114445
1565,2/12/21,West Virginia,351427,120819
1614,2/13/21,West Virginia,376113,133868
1663,2/14/21,West Virginia,386583,138882
1712,2/15/21,West Virginia,,
1761,2/16/21,West Virginia,393643,142817
1810,2/17/21,West Virginia,396009,144370
1859,2/18/21,West Virginia,403532,148742
1908,2/19/21,West Virginia,440614,161329
1957,2/20/21,West Virginia,458087,169795
2006,2/21/21,West Virginia,463513,173068
2055,2/22/21,West Virginia,465593,170138
2104,2/23/21,West Virginia,470643,172420
2153,2/24/21,West Virginia,474477,174540
2202,2/25/21,West Virginia,485535,180993
2251,2/26/21,West Virginia,501913,189352
2300,2/27/21,West Virginia,526059,201077
2349,2/28/21,West Virginia,532295,205102
2398,3/1/21,West Virginia,534053,206179
2447,3/2/21,West Virginia,536534,207129
2496,3/3/21,West Virginia,541453,209451
2545,3/4/21,West Virginia,553449,213203
2594,3/5/21,West Virginia,574473,219837
2643,3/6/21,West Virginia,594118,226593
2692,3/7/21,West Virginia,601440,229046
2741,3/8/21,West Virginia,602407,230156
2790,3/9/21,West Virginia,606345,231295
2839,3/10/21,West Virginia,611113,232746
2888,3/11/21,West Virginia,626149,238717
2937,3/12/21,West Virginia,651835,246830
2986,3/13/21,West Virginia,679347,258175
3035,3/14/21,West Virginia,684336,259988
3084,3/15/21,West Virginia,686081,261032
3133,3/16/21,West Virginia,689649,262477
3182,3/17/21,West Virginia,695358,263392
3231,3/18/21,West Virginia,709770,268847
3280,3/19/21,West Virginia,732433,276506
3329,3/20/21,West Virginia,756418,284107
3378,3/21/21,West Virginia,763619,285846
3427,3/22/21,West Virginia,764903,286517
3476,3/23/21,West Virginia,769358,288979
3525,3/24/21,West Virginia,777941,292335
3574,3/25/21,West Virginia,793552,300747
3623,3/26/21,West Virginia,819288,314994
3672,3/27/21,West Virginia,846624,327909
3721,3/28/21,West Virginia,856921,330678
3770,3/29/21,West Virginia,857701,331161
3819,3/30/21,West Virginia,866037,334096
3868,3/31/21,West Virginia,874459,336742
47,1/12/21,Wisconsin,137253,11343
96,1/13/21,Wisconsin,137253,11343
145,1/14/21,Wisconsin,149955,
194,1/15/21,Wisconsin,169803,17108
243,1/16/21,Wisconsin,,
292,1/17/21,Wisconsin,,
341,1/18/21,Wisconsin,,
390,1/19/21,Wisconsin,213498,23641
439,1/20/21,Wisconsin,222492,27312
488,1/21/21,Wisconsin,238758,32268
537,1/22/21,Wisconsin,260821,37901
586,1/23/21,Wisconsin,285630,42229
635,1/24/21,Wisconsin,308290,45641
684,1/25/21,Wisconsin,315876,47409
733,1/26/21,Wisconsin,318096,48017
782,1/27/21,Wisconsin,335519,52332
831,1/28/21,Wisconsin,361917,57508
880,1/29/21,Wisconsin,406869,65354
929,1/30/21,Wisconsin,450251,71976
978,1/31/21,Wisconsin,491058,78902
1027,2/1/21,Wisconsin,513385,81097
1076,2/2/21,Wisconsin,522034,81523
1125,2/3/21,Wisconsin,548172,84830
1174,2/4/21,Wisconsin,548912,84998
1223,2/5/21,Wisconsin,595152,96850
1272,2/6/21,Wisconsin,638241,110306
1321,2/7/21,Wisconsin,742527,153227
1370,2/8/21,Wisconsin,763252,159160
1419,2/9/21,Wisconsin,769314,160627
1468,2/10/21,Wisconsin,796703,168029
1517,2/11/21,Wisconsin,826275,176673
1566,2/12/21,Wisconsin,864476,190059
1615,2/13/21,Wisconsin,916129,216092
1664,2/14/21,Wisconsin,955412,234709
1713,2/15/21,Wisconsin,,
1762,2/16/21,Wisconsin,991691,243483
1811,2/17/21,Wisconsin,1012491,252667
1860,2/18/21,Wisconsin,1040145,266163
1909,2/19/21,Wisconsin,1137395,306537
1958,2/20/21,Wisconsin,1188631,334625
2007,2/21/21,Wisconsin,1230619,359360
2056,2/22/21,Wisconsin,1252322,374043
2105,2/23/21,Wisconsin,1259647,378619
2154,2/24/21,Wisconsin,1282723,392949
2203,2/25/21,Wisconsin,1314188,412649
2252,2/26/21,Wisconsin,1359943,439535
2301,2/27/21,Wisconsin,1421435,472886
2350,2/28/21,Wisconsin,1470570,500342
2399,3/1/21,Wisconsin,1500923,517730
2448,3/2/21,Wisconsin,1521200,525277
2497,3/3/21,Wisconsin,1553270,539106
2546,3/4/21,Wisconsin,1596290,558736
2595,3/5/21,Wisconsin,1656753,583220
2644,3/6/21,Wisconsin,1721352,607958
2693,3/7/21,Wisconsin,1770069,627022
2742,3/8/21,Wisconsin,1804918,639644
2791,3/9/21,Wisconsin,1812456,642274
2840,3/10/21,Wisconsin,1839822,652728
2889,3/11/21,Wisconsin,1881901,668194
2938,3/12/21,Wisconsin,1944768,691938
2987,3/13/21,Wisconsin,2071836,737344
3036,3/14/21,Wisconsin,2072866,737620
3085,3/15/21,Wisconsin,2107896,753712
3134,3/16/21,Wisconsin,2130926,768454
3183,3/17/21,Wisconsin,2160948,782060
3232,3/18/21,Wisconsin,2210128,802989
3281,3/19/21,Wisconsin,2271149,831136
3330,3/20/21,Wisconsin,2343615,863234
3379,3/21/21,Wisconsin,2422908,893242
3428,3/22/21,Wisconsin,2462081,908332
3477,3/23/21,Wisconsin,2480311,913579
3526,3/24/21,Wisconsin,2516425,929080
3575,3/25/21,Wisconsin,2576727,948879
3624,3/26/21,Wisconsin,2654772,973979
3673,3/27/21,Wisconsin,2736745,1007687
3722,3/28/21,Wisconsin,2808953,1039433
3771,3/29/21,Wisconsin,2853949,1058703
3820,3/30/21,Wisconsin,2870834,1065710
3869,3/31/21,Wisconsin,2905410,1079684
48,1/12/21,Wyoming,16467,2116
97,1/13/21,Wyoming,17794,2559
146,1/14/21,Wyoming,19776,
195,1/15/21,Wyoming,22745,2803
244,1/16/21,Wyoming,,
293,1/17/21,Wyoming,,
342,1/18/21,Wyoming,,
391,1/19/21,Wyoming,28057,3242
440,1/20/21,Wyoming,29309,3441
489,1/21/21,Wyoming,29309,3441
538,1/22/21,Wyoming,34547,4515
587,1/23/21,Wyoming,37559,4773
636,1/24/21,Wyoming,40803,4895
685,1/25/21,Wyoming,41156,4900
734,1/26/21,Wyoming,41339,4900
783,1/27/21,Wyoming,43425,5419
832,1/28/21,Wyoming,43425,5419
881,1/29/21,Wyoming,49166,7674
930,1/30/21,Wyoming,49166,7674
979,1/31/21,Wyoming,57023,9321
1028,2/1/21,Wyoming,58721,9651
1077,2/2/21,Wyoming,59018,9848
1126,2/3/21,Wyoming,60775,10495
1175,2/4/21,Wyoming,60775,10495
1224,2/5/21,Wyoming,67417,12852
1273,2/6/21,Wyoming,71858,14835
1322,2/7/21,Wyoming,71858,14835
1371,2/8/21,Wyoming,76457,16729
1420,2/9/21,Wyoming,76457,16729
1469,2/10/21,Wyoming,79515,18180
1518,2/11/21,Wyoming,79515,18180
1567,2/12/21,Wyoming,89138,23032
1616,2/13/21,Wyoming,89138,23032
1665,2/14/21,Wyoming,99099,27132
1714,2/15/21,Wyoming,,
1763,2/16/21,Wyoming,100186,27531
1812,2/17/21,Wyoming,100186,27531
1861,2/18/21,Wyoming,105426,30110
1910,2/19/21,Wyoming,124310,36651
1959,2/20/21,Wyoming,129060,39323
2008,2/21/21,Wyoming,129470,39474
2057,2/22/21,Wyoming,135635,42685
2106,2/23/21,Wyoming,136163,42996
2155,2/24/21,Wyoming,136366,43164
2204,2/25/21,Wyoming,141545,46240
2253,2/26/21,Wyoming,145577,48449
2302,2/27/21,Wyoming,151584,51976
2351,2/28/21,Wyoming,156397,54368
2400,3/1/21,Wyoming,156741,54518
2449,3/2/21,Wyoming,156776,54562
2498,3/3/21,Wyoming,162918,57093
2547,3/4/21,Wyoming,163194,57249
2596,3/5/21,Wyoming,166712,59185
2645,3/6/21,Wyoming,177496,64192
2694,3/7/21,Wyoming,178035,64499
2743,3/8/21,Wyoming,185580,68219
2792,3/9/21,Wyoming,185813,68289
2841,3/10/21,Wyoming,190180,70919
2890,3/11/21,Wyoming,190570,71215
2939,3/12/21,Wyoming,199232,75057
2988,3/13/21,Wyoming,206091,78002
3037,3/14/21,Wyoming,211910,80582
3086,3/15/21,Wyoming,212499,81121
3135,3/16/21,Wyoming,213969,81809
3184,3/17/21,Wyoming,214015,81856
3233,3/18/21,Wyoming,214050,81924
3282,3/19/21,Wyoming,220735,84990
3331,3/20/21,Wyoming,220993,85286
3380,3/21/21,Wyoming,221336,85508
3429,3/22/21,Wyoming,221452,85556
3478,3/23/21,Wyoming,235171,92303
3527,3/24/21,Wyoming,235424,92428
3576,3/25/21,Wyoming,242919,95709
3625,3/26/21,Wyoming,243336,95871
3674,3/27/21,Wyoming,243604,96104
3723,3/28/21,Wyoming,244038,96398
3772,3/29/21,Wyoming,261950,104783
3821,3/30/21,Wyoming,261963,104805
3870,3/31/21,Wyoming,262406,105052
