,Province_State,Date,Confirmed,Deaths,Recovered,Active,Incident_Rate,Total_Test_Results,Case_Fatality_Ratio,Testing_Rate
1135,Oklahoma,2/3/21,395062,3654,363808,26821,9964.263069,3233272,0.92674551,81710.78332
1136,Oregon,2/3/21,144605,1991,,142614,3428.49732,3218747,1.376854189,76314.54972
1137,Pennsylvania,2/3/21,857332,21919,708501,126912,6696.86562,9329891,2.556652499,72878.44881
1138,Rhode Island,2/3/21,116704,2380,7136,107370,11016.45237,2568323,1.883397313,242440.7733
1139,South Carolina,2/3/21,450794,7394,200634,242766,8755.46787,4300686,1.640217039,83529.32402
1140,South Dakota,2/3/21,108639,1782,104305,2552,12280.32496,404367,1.640294922,45708.79853
1141,Tennessee,2/3/21,733216,10033,693707,29476,10736.52538,6472330,1.3683553,94774.71214
1142,Texas,2/3/21,2449535,38039,2015866,395630,8447.872303,17694874,1.55290698,61025.47462
1143,Utah,2/3/21,350000,1697,312872,35431,10917.17359,2635985,0.484857143,82221.4452
1144,Vermont,2/3/21,12329,179,8759,3391,1975.836112,894557,1.451861465,143361.0208
1145,Virginia,2/3/21,513339,6575,40923,465841,6014.150985,5300826,1.280830017,62103.14803
1146,Washington,2/3/21,316294,4388,,311906,4153.623695,4614786,1.387316863,60602.1122
1147,West Virginia,2/3/21,122470,2058,101200,19212,6833.702816,1968138,1.680411529,109820.1208
1148,Wisconsin,2/3/21,595756,6496,522361,66899,10232.0782,6236725,1.090379283,107115.4263
1149,Wyoming,2/3/21,52288,624,50499,1165,9034.503135,656543,1.193390453,113439.791
1150,Alabama,2/4/21,467823,8365,252880,206578,9541.206379,2149684,1.788069419,43842.60435
1151,Alaska,2/4/21,55004,279,,54726,7519.017969,1529566,0.507226616,209087.0691
1152,Arizona,2/4/21,771796,13752,106058,651986,10603.46212,6841912,1.781817993,48138.70357
1153,Arkansas,2/4/21,302899,5009,280868,17022,10037.06669,2496513,1.653686542,82726.14789
1154,California,2/4/21,3382932,43387,,3339812,8561.735441,43235327,1.274633957,109422.664
1155,Colorado,2/4/21,400851,5682,21260,373909,6960.746247,5551135,1.417484302,96395.02488
1156,Connecticut,2/4/21,257941,7185,9800,240956,7234.789233,5912324,2.78552072,165830.2403
1157,Delaware,2/4/21,79225,1321,,78090,8135.954913,1250852,1.432628589,128455.3547
1158,Florida,2/4/21,1752330,27247,,1725083,8158.820457,19474886,1.554901189,90674.75777
1159,Georgia,2/4/21,928070,14756,,913314,8741.009942,6561635,1.589966274,61800.63656
1160,Hawaii,2/4/21,26953,416,,25972,1863.657167,983021,1.572744154,69428.66304
1161,Idaho,2/4/21,164565,1747,84159,78659,9208.674559,608896,1.061586607,34072.40363
1162,Illinois,2/4/21,1137559,21497,,1116062,8977.075986,16359655,1.889748136,129102.6365
1163,Indiana,2/4/21,633667,11597,412819,209251,9412.453754,7150804,1.830141068,106217.6379
1164,Iowa,2/4/21,323216,5033,289989,28194,10244.33689,1262433,1.557163012,40012.83648
1165,Kansas,2/4/21,281363,3872,5810,271681,9657.83297,1186849,1.376158201,40738.79438
1166,Kentucky,2/4/21,372003,3921,44394,323688,8326.549414,3653551,1.054023758,81777.49356
1167,Louisiana,2/4/21,408995,9044,363457,36494,8797.873169,5121022,2.211273976,110158.0754
1168,Maine,2/4/21,40534,630,12481,27423,3015.446968,1429673,1.554250752,106357.7025
1169,Maryland,2/4/21,359037,7251,9511,342275,5938.73642,7102358,2.019569014,117478.2324
1170,Massachusetts,2/4/21,533921,14784,425717,93420,7746.402142,13955444,2.768948964,202472.8027
1171,Michigan,2/4/21,617745,15725,481801,120219,6185.579707,9525670,2.54554873,95382.06064
1172,Minnesota,2/4/21,465176,6319,450383,8474,8248.339608,6326093,1.35841058,112172.0885
1173,Mississippi,2/4/21,278532,6182,238176,34174,9358.805624,1606162,2.219493631,53967.7953
1174,Missouri,2/4/21,540007,7441,,471339,7800.498841,4203201,1.547989556,68484.73009
1175,Montana,2/4/21,95111,1308,90402,3401,8899.041709,977190,1.375235251,91430.58708
1176,Nebraska,2/4/21,192549,1952,138647,51950,9953.89804,2146271,1.013767924,110952.343
1177,Nevada,2/4/21,281596,4424,,277172,9142.264223,2522551,1.571045043,81896.85847
1178,New Hampshire,2/4/21,67492,1085,61933,4099,4936.122455,1287829,1.616580002,94713.43543
1179,New Jersey,2/4/21,709096,21793,68764,618539,7983.346449,9627805,3.07334973,108394.4951
1180,New Mexico,2/4/21,176211,3355,108144,64712,8403.689571,2386859,1.903967403,113831.8385
1181,New York,2/4/21,1450912,44298,130302,1276312,7458.336291,32782663,3.053114179,168517.5429
1182,North Carolina,2/4/21,781802,9728,683697,88377,7454.192777,9171477,1.244304824,87446.63944
1183,North Dakota,2/4/21,98034,1447,95691,896,12864.30763,1357082,1.476018524,178080.2612
1184,Ohio,2/4/21,910847,17445,806397,92941,7792.276565,9213673,1.263549202,78822.77506
1185,Oklahoma,2/4/21,397858,3681,366449,26935,10034.56937,3251504,0.927052246,82171.5398
1186,Oregon,2/4/21,145320,1998,,143322,3428.49732,3233826,1.376854189,76672.06372
1187,Pennsylvania,2/4/21,860721,22048,719868,118805,6723.338069,9367185,2.561573379,73169.76292
1188,Rhode Island,2/4/21,117291,2387,7182,107900,11071.86313,2589083,1.883349959,244400.4452
1189,South Carolina,2/4/21,453878,7487,202372,244019,8815.366323,4325898,1.649562217,84018.9997
1190,South Dakota,2/4/21,108813,1788,104508,2517,12299.99356,405404,1.643186016,45826.01884
1191,Tennessee,2/4/21,736370,10202,697110,29058,10782.70959,6503165,1.385444817,95226.23087
1192,Texas,2/4/21,2463424,38453,2037888,387083,8495.77221,17846886,1.560957432,61549.72839
1193,Utah,2/4/21,351273,1711,315614,33948,10956.88091,2646744,0.487085543,82557.03911
1194,Vermont,2/4/21,12503,181,8953,3369,2003.721219,903253,1.447652563,144754.6351
1195,Virginia,2/4/21,516398,6650,41067,468681,6049.989462,5316450,1.287766413,62286.1949
1196,Washington,2/4/21,317878,4416,,313462,4174.425038,4645828,1.389212213,61009.76074
1197,West Virginia,2/4/21,123044,2080,102495,18469,6865.731438,1980208,1.690452196,110493.6146
1198,Wisconsin,2/4/21,597475,6545,524120,66810,10261.60193,6278671,1.095443324,107835.8467
1199,Wyoming,2/4/21,52468,624,50775,1069,9065.604163,670688,1.189296333,115883.8135
1200,Alabama,2/5/21,469319,8449,252880,207990,9571.717159,2149684,1.800268048,43842.60435
1201,Alaska,2/5/21,55258,279,,54980,7553.739004,1536911,0.50489513,210091.1085
1202,Arizona,2/5/21,775622,13948,106698,654976,10656.02633,6889120,1.798298656,48354.46961
1203,Arkansas,2/5/21,304723,5050,282699,16974,10097.50799,2508232,1.657242807,83114.47662
1204,California,2/5/21,3399745,44019,,3356055,8604.28683,43433104,1.285096382,109923.2103
1205,Colorado,2/5/21,402754,5705,21345,375704,6993.791693,5594425,1.416497415,97146.75234
1206,Connecticut,2/5/21,259372,7214,9800,242358,7274.926254,5959472,2.781333374,167152.6584
1207,Delaware,2/5/21,79546,1325,,78355,8168.919779,1253654,1.497246876,128743.1041
1208,Florida,2/5/21,1763873,27457,,1736416,8212.56448,19651882,1.556631345,91498.84832
1209,Georgia,2/5/21,932912,14858,,918054,8786.614228,6597050,1.592647538,62134.19207
1210,Hawaii,2/5/21,27101,416,,26092,1872.132509,988117,1.565624175,69788.58258
1211,Idaho,2/5/21,164969,1758,84824,78387,9231.281459,610636,1.065654759,34169.76999
1212,Illinois,2/5/21,1141219,21603,,1119616,9005.95897,16464740,1.892975844,129931.9174
1213,Indiana,2/5/21,635171,11686,414245,209240,9434.794085,7181084,1.839819513,106667.4153
1214,Iowa,2/5/21,323797,5067,291527,27203,10262.7517,1264939,1.564869347,40092.2642
1215,Kansas,2/5/21,283926,4075,5912,273939,9745.808382,1197053,1.435233124,41089.04842
1216,Kentucky,2/5/21,374259,3971,44692,325596,8377.0455,3668483,1.061029928,82111.71677
1217,Louisiana,2/5/21,409861,9076,363457,37328,8816.501656,5139629,2.214409275,110558.3298
1218,Maine,2/5/21,40799,632,12498,27669,3035.16112,1437960,1.549057575,106974.1975
1219,Maryland,2/5/21,360584,7287,9514,343783,5964.324939,7144618,2.020888337,118177.2439
1220,Massachusetts,2/5/21,537208,14859,425717,96632,7794.091638,14082912,2.765967744,204322.1744
1221,Michigan,2/5/21,619499,15750,481801,121948,6203.142791,9573225,2.542376985,95858.23648
1222,Minnesota,2/5/21,466224,6341,450924,8959,8266.922381,6360982,1.360075843,112790.7282
1223,Mississippi,2/5/21,279742,6222,238176,35344,9399.462191,1607372,2.224192291,54008.45186
1224,Missouri,2/5/21,542198,7455,,472661,7822.266917,4223347,1.546597901,68812.97834
1225,Montana,2/5/21,95458,1307,90654,3497,8931.508695,983680,1.369188544,92037.82263
1226,Nebraska,2/5/21,193069,1958,139287,51824,9980.779649,2158971,1.014145202,111608.8747
1227,Nevada,2/5/21,282493,4463,,278030,9171.386125,2531886,1.579862156,82199.92754
1228,New Hampshire,2/5/21,67919,1091,62442,4062,4971.276985,1297471,1.614024706,95422.55671
1229,New Jersey,2/5/21,713324,21886,69195,622243,8030.947323,9662239,3.068170985,108782.1697
1230,New Mexico,2/5/21,176793,3378,109068,64347,8431.445769,2402484,1.910709134,114577.0113
1231,New York,2/5/21,1458809,44466,131165,1283178,7498.930401,32986290,3.048102939,169564.2767
1232,North Carolina,2/5/21,787349,9841,683697,93811,7507.08137,9239452,1.249890455,88094.75592
1233,North Dakota,2/5/21,98095,1451,95777,867,12872.31223,1360187,1.479178348,178487.7083
1234,Ohio,2/5/21,914530,17508,812707,90252,7823.784551,9265442,1.265240069,79265.65775
1235,Oklahoma,2/5/21,400527,3710,369278,26739,10101.84305,3266144,0.928133451,82541.51976
1236,Oregon,2/5/21,146137,2002,,144135,3464.820116,3253665,1.369947378,77142.43444
1237,Pennsylvania,2/5/21,865448,22208,723806,119434,6760.262019,9407717,2.566069827,73486.36997
1238,Rhode Island,2/5/21,117891,2393,7233,108446,11128.50105,2611257,1.876309472,246493.5938
1239,South Carolina,2/5/21,459974,7553,203808,248613,8933.76482,4391292,1.642049333,85289.10326
1240,South Dakota,2/5/21,108944,1798,104716,2430,12314.80152,406118,1.650389191,45906.7279
1241,Tennessee,2/5/21,739031,10405,700620,28006,10821.67477,6531853,1.407924701,95646.31096
1242,Texas,2/5/21,2478003,38893,2060478,378632,8546.051765,17922915,1.56952998,61811.9346
1243,Utah,2/5/21,352489,1728,318034,32727,10994.81029,2658072,0.490228064,82910.38123
1244,Vermont,2/5/21,12612,181,9126,3305,2021.189476,907998,1.435141135,145515.0652
1245,Virginia,2/5/21,521467,6732,41288,473447,6109.376594,5371049,1.29097335,62925.86309
1246,Washington,2/5/21,319371,4449,,314922,4194.031354,4670815,1.393050715,61337.89405
1247,West Virginia,2/5/21,123641,2100,103780,17761,6899.043438,1994950,1.698465719,111316.2034
1248,Wisconsin,2/5/21,598902,6575,526004,66323,10286.11059,6304655,1.097842385,108282.1205
1249,Wyoming,2/5/21,52576,624,50926,1026,9084.26478,683414,1.186853317,118082.6562
1250,Alabama,2/6/21,471311,8513,252880,209918,9612.343813,2182021,1.806238344,44502.11444
1251,Alaska,2/6/21,55261,279,,54980,7553.739004,1536911,0.50489513,210091.1085
1252,Arizona,2/6/21,779093,14011,107304,657778,10703.71331,6922180,1.798373237,48498.89067
1253,Arkansas,2/6/21,306064,5061,284162,16841,10141.94427,2520485,1.653575723,83520.50034
1254,California,2/6/21,3408241,44361,,3364250,8625.789037,43719155,1.290724453,110647.1661
1255,Colorado,2/6/21,404256,5722,21426,377108,7019.873806,5628286,1.415439721,97734.74596
1256,Connecticut,2/6/21,259372,7214,9800,242358,7274.926254,5959472,2.781333374,167152.6584
1257,Delaware,2/6/21,79832,1329,,78630,8198.290346,1260655,1.50566189,129462.0668
1258,Florida,2/6/21,1771359,27599,,1743760,8247.419176,19759916,1.558069256,92001.8529
1259,Georgia,2/6/21,937402,15090,,922312,8828.903209,6628577,1.609768274,62431.12853
1260,Hawaii,2/6/21,27192,416,,26196,1879.477806,997323,1.559505468,70438.7826
1261,Idaho,2/6/21,165209,1767,85439,78003,9244.7113,612081,1.069554322,34250.62882
1262,Illinois,2/6/21,1144281,21676,,1122605,9030.122821,16555035,1.894289952,130644.4827
1263,Indiana,2/6/21,637987,11752,415130,211105,9476.62279,7237304,1.842043803,107502.504
1264,Iowa,2/6/21,324306,5108,293073,26125,10278.88446,1266063,1.575055657,40127.8894
1265,Kansas,2/6/21,283926,4075,5912,273939,9745.808382,1197053,1.435233124,41089.04842
1266,Kentucky,2/6/21,376253,4020,44916,327317,8421.677236,3676301,1.068430019,82286.7072
1267,Louisiana,2/6/21,409861,9076,363457,37328,8816.501656,5139629,2.214409275,110558.3298
1268,Maine,2/6/21,41065,634,12521,27910,3054.949666,1438225,1.543893827,106993.9117
1269,Maryland,2/6/21,362084,7329,9514,345241,5989.136044,7188638,2.024115951,118905.3671
1270,Massachusetts,2/6/21,540827,14921,425717,100189,7846.597963,14212421,2.758922909,206201.158
1271,Michigan,2/6/21,620685,15854,498495,106336,6215.018399,9609921,2.554274713,96225.67941
1272,Minnesota,2/6/21,467217,6357,452183,8677,8284.529913,6391756,1.360609738,113336.4021
1273,Mississippi,2/6/21,280778,6266,238176,36336,9434.272276,1608408,2.231656326,54043.26195
1274,Missouri,2/6/21,543392,7472,,473739,7840.140854,4237855,1.547020572,69049.364
1275,Montana,2/6/21,95717,1312,91060,3345,8955.741978,989166,1.370707398,92551.11913
1276,Nebraska,2/6/21,193421,1968,139885,51568,9998.976431,2171505,1.017469665,112256.8248
1277,Nevada,2/6/21,283391,4496,,278895,9200.540492,2542294,1.58650063,82537.8325
1278,New Hampshire,2/6/21,68260,1098,62942,4021,5005.548973,1307603,1.613258694,96167.71505
1279,New Jersey,2/6/21,717835,21964,69543,626328,8081.734347,9716746,3.059756072,109395.8359
1280,New Mexico,2/6/21,177214,3386,110240,63588,8451.523706,2418457,1.910684257,115338.7806
1281,New York,2/6/21,1470301,44664,132012,1293625,7558.004419,33247575,3.037745332,170907.3984
1282,North Carolina,2/6/21,791521,9926,683697,97898,7546.859846,9296781,1.25404127,88641.36672
1283,North Dakota,2/6/21,98106,1453,95834,819,12873.75568,1361923,1.481051108,178715.5113
1284,Ohio,2/6/21,918079,17577,819180,87247,7854.14617,9311397,1.269171825,79658.80179
1285,Oklahoma,2/6/21,402590,3761,371736,26283,10153.72617,3291315,0.936084424,83177.63764
1286,Oregon,2/6/21,146741,2020,,144721,3479.140591,3271481,1.376575054,77564.84105
1287,Pennsylvania,2/6/21,869222,22353,735763,111106,6789.741813,9459462,2.571610014,73890.56497
1288,Rhode Island,2/6/21,117891,2400,7233,108446,11128.50105,2611257,1.876309472,246493.5938
1289,South Carolina,2/6/21,462981,7611,205514,249856,8992.167753,4426262,1.643911953,85968.30199
1290,South Dakota,2/6/21,109132,1804,104956,2372,12336.05265,406954,1.65304402,46001.22759
1291,Tennessee,2/6/21,742213,10463,703426,28324,10868.26899,6562382,1.409703145,96093.34892
1292,Texas,2/6/21,2486505,39182,2080185,367138,8575.373171,18034823,1.575786093,62197.87907
1293,Utah,2/6/21,353700,1733,320182,31785,11032.58371,2668996,0.489963246,83251.12182
1294,Vermont,2/6/21,12766,182,9372,3212,2045.869398,917191,1.425661914,146988.3283
1295,Virginia,2/6/21,526176,6773,41489,477914,6164.546057,5410417,1.287211883,63387.08871
1296,Washington,2/6/21,320146,4449,,315697,4204.208779,4694650,1.389678459,61650.8991
1297,West Virginia,2/6/21,124190,2119,105185,16886,6929.677086,2007725,1.706256542,112029.0356
1298,Wisconsin,2/6/21,600016,6611,527575,65830,10305.24348,6334264,1.101803952,108790.6535
1299,Wyoming,2/6/21,52618,624,51018,976,9091.521687,683414,1.185905964,118082.6562
1300,Alabama,2/7/21,472423,8515,252880,211028,9635.022949,2187329,1.802410128,44610.37061
1301,Alaska,2/7/21,55261,279,,54980,7553.739004,1536911,0.50489513,210091.1085
1302,Arizona,2/7/21,780637,14048,107979,658610,10724.92584,6982148,1.799556004,48750.25365
1303,Arkansas,2/7/21,306736,5076,285306,16354,10164.21212,2529325,1.654843253,83813.42857
1304,California,2/7/21,3417982,44594,,3373827,8650.442168,43994322,1.291844135,111343.5759
1305,Colorado,2/7/21,405330,5731,21445,378154,7038.523732,5653529,1.413909654,98173.08868
1306,Connecticut,2/7/21,259372,7214,9800,242358,7274.926254,5959472,2.781333374,167152.6584
1307,Delaware,2/7/21,80594,1335,,79386,8276.543392,1269888,1.498870884,130410.2431
1308,Florida,2/7/21,1777983,27696,,1750287,8278.260414,19849863,1.557720181,92420.64469
1309,Georgia,2/7/21,940991,15092,,925899,8862.706139,6664276,1.603841057,62767.3589
1310,Hawaii,2/7/21,27236,418,,26267,1884.633639,1002019,1.562734223,70770.451
1311,Idaho,2/7/21,165209,1767,86078,77364,9244.7113,613210,1.069554322,34313.80504
1312,Illinois,2/7/21,1146346,21738,,1124608,9046.418822,16636585,1.896286113,131288.0367
1313,Indiana,2/7/21,639711,11817,415656,212238,9502.230988,7285821,1.847240394,108223.1728
1314,Iowa,2/7/21,324590,5108,293597,25885,10287.88585,1268161,1.573677562,40194.38554
1315,Kansas,2/7/21,283926,4075,5912,273939,9745.808382,1197053,1.435233124,41089.04842
1316,Kentucky,2/7/21,377790,4051,44945,373739,8421.677236,3676301,1.068430019,82286.7072
1317,Louisiana,2/7/21,411812,9119,363457,39236,8858.46953,5174839,2.214359951,111315.7305
1318,Maine,2/7/21,41219,635,12526,28058,3066.406192,1438379,1.540551687,107005.3682
1319,Maryland,2/7/21,363650,7349,9525,346776,6015.038838,7237247,2.020899216,119709.3958
1320,Massachusetts,2/7/21,543934,14999,425717,103218,7891.675927,14325516,2.757503668,207841.9988
1321,Michigan,2/7/21,620685,15854,498495,106336,6215.018399,9609921,2.554274713,96225.67941
1322,Minnesota,2/7/21,468118,6367,453225,8526,8300.506132,6415297,1.360127147,113753.8229
1323,Mississippi,2/7/21,281678,6269,238176,37233,9464.512697,1609308,2.225590923,54073.50237
1324,Missouri,2/7/21,544197,7474,,474480,7852.295783,4249531,1.545663365,69239.60656
1325,Montana,2/7/21,95790,1314,91162,3314,8962.572209,991141,1.371750705,92735.90961
1326,Nebraska,2/7/21,193722,1968,140408,51346,10014.53675,2181508,1.015888748,112773.9339
1327,Nevada,2/7/21,284042,4520,,279522,9221.675785,2550066,1.591313961,82790.15738
1328,New Hampshire,2/7/21,68597,1104,63614,3661,5028.936296,1314190,1.614530777,96652.15623
1329,New Jersey,2/7/21,722167,21989,69953,630225,8130.506103,9721078,3.044863584,109444.6077
1330,New Mexico,2/7/21,177556,3399,111037,63120,8467.834048,2430327,1.914325621,115904.8735
1331,New York,2/7/21,1480224,44839,132905,1302480,7609.013075,33498467,3.029203688,172197.0954
1332,North Carolina,2/7/21,796195,9983,683697,102515,7591.424706,9358757,1.25383857,89232.28494
1333,North Dakota,2/7/21,98155,1453,95946,756,12880.1856,1362842,1.480311752,178836.1052
1334,Ohio,2/7/21,920217,17635,824080,84478,7872.436715,9347896,1.266983766,79971.04995
1335,Oklahoma,2/7/21,404782,3813,373490,26651,10208.66719,3293489,0.943919357,83232.57866
1336,Oregon,2/7/21,147122,2023,,145099,3488.173871,3271481,1.375049279,77564.84105
1337,Pennsylvania,2/7/21,873146,22416,735763,114967,6820.3933,9459462,2.567268246,73890.56497
1338,Rhode Island,2/7/21,117891,2412,7233,108446,11128.50105,2611257,1.876309472,246493.5938
1339,South Carolina,2/7/21,466373,7651,207101,251621,9058.048282,4463062,1.640532364,86683.04357
1340,South Dakota,2/7/21,109229,1809,105104,2316,12347.01733,407463,1.656153586,46058.76389
1341,Tennessee,2/7/21,744600,10469,705492,28639,10903.22197,6590826,1.405989793,96509.8561
